,Text,Tags
925,Receipt No: 9658787584,['Total']
926,Receipt No: 287588,['Total']
927,PVN naksataja numurs # 1326119,['Total']
928,265829,['Total']
929,PVN naksataja numurs: 75125789654,['Total']
930,1306500,['Total']
931,Receipt No: 1254789654,['Total']
932,Receipt No: 1294667,['Total']
933,277405,['Total']
934,Receipt No: 3589499,['Total']
935,137580,['Total']
936,Receipt No: 49874532155,['Total']
937,197685,['Total']
938,PVN naksataja numurs: 78965412,['Total']
939,461071,['Total']
940,PVN naksataja numurs: 258693,['Total']
941,Receipt No: 15874563259,['Total']
942,469852,['Total']
943,Receipt No: 1358279,['Total']
944,116914,['Total']
945,821548,['Total']
946,PVN naksataja numurs: 12529535265,['Total']
947,10408,['Total']
948,874521587,['Total']
949,Receipt No: 276583,['Total']
950,PVN naksataja numurs # 775678,['Total']
951,76418774216,['Total']
952,PVN naksataja numurs: 68784585,['Total']
953,159366,['Total']
954,1305770,['Total']
955,8.74E+12,['Total']
956,Receipt No: 263515,['Total']
957,Receipt No: 258698,['Total']
958,83821376415,['Total']
959,1071739,['Total']
960,6130378,['Total']
961,PVN naksataja numurs: 8525842985,['Total']
962,7889654,['Total']
963,1143552,['Total']
964,PVN naksataja numurs # 743817,['Total']
965,PVN naksataja numurs #1125896542,['Total']
966,73913,['Total']
967,Receipt No: 77487545698,['Total']
968,PVN naksataja numurs #17284,['Total']
969,Receipt No: 123679541,['Total']
970,PVN naksataja numurs # 5691235,['Total']
971,4.56E+13,['Total']
972,Receipt No: 56561878445,['Total']
973,Receipt No: 306919,['Total']
974,Kase: 1 S/N: 78946324,['Total']
975,PVN naksataja numurs: 227609,['Total']
976,Receipt No: 354880,['Total']
977,Kase: 1 S/N: 953859,['Total']
978,7854158754,['Total']
979,Order :866275,['Total']
980,Receipt No: 1238506,['Total']
981,266439,['Total']
982,Receipt No: 12357896542,['Total']
983,PVN naksataja numurs: 44547874,['Total']
984,88741797,['Total']
985,1294667,['Total']
986,PVN naksataja numurs: 362051,['Total']
987,PVN naksataja numurs: 41572157,['Total']
988,1252953,['Total']
989,Receipt No: 14789654126,['Total']
990,1381878,['Total']
991,Receipt No: 368012,['Total']
992,78965412,['Total']
993,Receipt No: 740847,['Total']
994,861978,['Total']
995,Receipt No: 9658787584,['Total']
996,Receipt No: 287588,['Total']
997,PVN naksataja numurs # 1326119,['Total']
998,265829,['Total']
999,PVN naksataja numurs: 75125789654,['Total']
1000,1306500,['Total']
1001,Receipt No: 1254789654,['Total']
1002,Receipt No: 1294667,['Total']
1003,277405,['Total']
1004,Receipt No: 3589499,['Total']
1005,137580,['Total']
1006,Receipt No: 49874532155,['Total']
1007,197685,['Total']
1008,PVN naksataja numurs: 78965412,['Total']
1009,461071,['Total']
1010,PVN naksataja numurs: 258693,['Total']
1011,Receipt No: 15874563259,['Total']
1012,469852,['Total']
1013,Receipt No: 1358279,['Total']
1014,116914,['Total']
1015,821548,['Total']
1016,PVN naksataja numurs: 12529535265,['Total']
1017,10408,['Total']
1018,874521587,['Total']
1019,Receipt No: 276583,['Total']
1020,PVN naksataja numurs # 775678,['Total']
1021,PVN naksataja numurs: 12529535265,['Total']
1022,10408,['Total']
1023,874521587,['Total']
1024,Receipt No: 276583,['Total']
1025,PVN naksataja numurs # 775678,['Total']
1026,76418774216,['Total']
1027,PVN naksataja numurs: 68784585,['Total']
1028,159366,['Total']
1029,1305770,['Total']
1030,8.74E+12,['Total']
1031,Receipt No: 263515,['Total']
1032,Receipt No: 258698,['Total']
1033,83821376415,['Total']
1034,1071739,['Total']
1035,6130378,['Total']
1036,PVN naksataja numurs: 8525842985,['Total']
1037,7889654,['Total']
1038,1143552,['Total']
1039,PVN naksataja numurs # 743817,['Total']
1040,PVN naksataja numurs #1125896542,['Total']
1041,73913,['Total']
1042,Receipt No: 77487545698,['Total']
1043,PVN naksataja numurs #17284,['Total']
1044,Receipt No: 123679541,['Total']
1045,PVN naksataja numurs # 5691235,['Total']
1046,4.56E+13,['Total']
1047,Receipt No: 56561878445,['Total']
1048,Receipt No: 306919,['Total']
1049,Kase: 1 S/N: 78946324,['Total']
1050,PVN naksataja numurs: 227609,['Total']
1051,Receipt No: 354880,['Total']
1052,Kase: 1 S/N: 953859,['Total']
1053,7854158754,['Total']
1054,Order :866275,['Total']
1055,Receipt No: 1238506,['Total']
1056,266439,['Total']
1057,Receipt No: 12357896542,['Total']
1058,PVN naksataja numurs: 44547874,['Total']
1059,88741797,['Total']
1060,1294667,['Total']
1061,PVN naksataja numurs: 362051,['Total']
1062,PVN naksataja numurs: 41572157,['Total']
1063,1252953,['Total']
1064,Receipt No: 14789654126,['Total']
1065,1381878,['Total']
1066,Receipt No: 368012,['Total']
1067,78965412,['Total']
1068,Receipt No: 740847,['Total']
1069,861978,['Total']
1070,Receipt No: 9658787584,['Total']
1071,Receipt No: 287588,['Total']
1072,PVN naksataja numurs # 1326119,['Total']
1073,265829,['Total']
1074,PVN naksataja numurs: 75125789654,['Total']
1075,1306500,['Total']
1076,Receipt No: 1254789654,['Total']
1077,Receipt No: 1294667,['Total']
1078,277405,['Total']
1079,Receipt No: 3589499,['Total']
1080,137580,['Total']
1081,Receipt No: 49874532155,['Total']
1082,TOTAL. $15.03,['Total']
1083,TOTAL: $56.59,['Total']
1084,SUB TOTAL: 51.90,['Total']
1085,SUBTOTAL: $22.25,['Total']
1086,Total 33 26 $,['Total']
1087,Sub-total: .50,['Total']
1088,Tota 17.80,['Total']
1089,total: $24.25,['Total']
1090,TOTAL EURO  *17.00,['Total']
1091,Total: $77.49,['Total']
1092,Total 91.45,['Total']
1093,Total: 22.03,['Total']
1094,Total $56.50,['Total']
1095,SUB-TOTAL 25.22,['Total']
1096,TOTAL 235.19,['Total']
1097,Total $69.79,['Total']
1098,GRAND TOTAL $117.75,['Total']
1099,GRAND TOTAL = $117.75,['Total']
1100,TOTAL:   92.22,['Total']
1101,Total 142.93,['Total']
1102,TOTAL: $13.03,['Total']
1103,TOTAL: $157.51,['Total']
1104,Total 228.92,['Total']
1105,Total 67.89,['Total']
1106,Total: $46 .98,['Total']
1107,TOTAL: $42. 74,['Total']
1108,TOTAL: $16.24,['Total']
1109,Total Due 144.28,['Total']
1110,TOTAL 55.95,['Total']
1111,Total 12.5 Eur,['Total']
1112,Total 14.88 $,['Total']
1113,"Total $ 98,56",['Total']
1114,Total Eur 54.91,['Total']
1115,Total $ 79.87,['Total']
1116,"Total 67,84 Eur",['Total']
1117,Total $ 68.7,['Total']
1118,"Total Eur 97,82",['Total']
1119,"Total 88,87 $",['Total']
1120,Total $ 98.74,['Total']
1121,Total 96.5 Eur,['Total']
1122,Total 85.68 $,['Total']
1123,Total $ 94.66,['Total']
1124,"Total Eur 25,54",['Total']
1125,Total $ 713.87,['Total']
1126,"Total 27,84 Eur",['Total']
1127,Total $ 62.7,['Total']
,"Total Eur 57,82",
,"Total 68,87 $",
,Total $ 58.74,
,Total 12.5 Eur,
,Total 14.88 $,
,"Total $ 98,57",
,Total Eur 54.92,
,Total $ 79.88,
,"Total 67,84 Eur",
,Total $ 68.8,
,"Total Eur 97,83",
,"Total 88,87 $",
,Total $ 98.75,
,Total 96.5 Eur,
,Total 815.68 $,
,Total $ 94.67,
,"Total Eur 25,55",
,Total $ 73.88,
,"Total 127,84 Eur",
,Total $ 62.8,
,"Total Eur 57,83",
,"Total 68,87 $",
,Total $ 58.75,
,Total 12.5 Eur,
,Total 114.88 $,
,"Total $ 98,58",
,Total Eur 54.93,
,Total $ 79.89,
,"Total 67,84 Eur",
,Total $ 68.9,
,"Total Eur 97,84",
,"Total 88,87 $",
,Total $ 98.76,
,Total 96.5 Eur,
,Total 85.68 $,
,Total $ 94.68,
,"Total Eur 125,56",
,Total $ 73.89,
,"Total 27,84 Eur",
,Total $ 62.9,
,"Total Eur 517,84",
,"Total 68,87 $",
,Total $ 58.76,
,Total 112.5 Eur,
,Total 14.88 $,
,"Total $ 98,59",
,Total Eur 54.94,
,Total $ 79.90,
,"Total 67,84 Eur",
,Total $ 68.10,
,"Total Eur 97,85",
,"Total 188,87 $",
,Total $ 98.77,
,Total 916.5 Eur,
,Total 85.68 $,
,Total $ 94.69,
,"Total Eur 25,57",
,Total $ 73.90,
,"Total 27,84 Eur",
,Total $ 62.10,
,"Total Eur 57,85",
,"Total 68,87 $",
,Total $ 158.77,
,Total 12.5 Eur,
,Total 14.88 $,
,"Total $ 98,60",
,Total Eur 54.95,
,Total $ 79.91,
,"Total 67,84 Eur",
,Total $ 618.11,
,"Total Eur 97,86",
,"Total 88,87 $",
,Total $ 98.78,
,Total 96.5 Eur,
,Total 85.68 $,
,Total $ 94.70,
,"Total Eur 625,58",
,Total $ 73.91,
,"Total 27,84 Eur",
,Total $ 62.11,
,"Total Eur 57,86",
,"Total 68,87 $",
,Total $ 58.78,
,Total 12.5 Eur,
,Total 14.88 $,
,"Total $ 98,61",
,Total Eur 54.96,
,Total $ 79.92,
,"Total 67,84 Eur",
,Total $ 68.12,
,"Total Eur 97,87",
,"Total 88,87 $",
,Total $ 98.79,
,Total 96.5 Eur,
,Total 85.68 $,
,Total $ 94.71,
,"Total Eur 25,59",
,Total $ 73.92,
,"Total 27,84 Eur",
,Total $ 62.12,
,"Total Eur 57,87",
,"Total 68,87 $",
,Total $ 58.79,
,Total 12.5 Eur,
,Total 14.88 $,
,"Total $ 98,62",
,Total Eur 54.97,
,Total $ 79.93,
,"Total 67,84 Eur",
,Total $ 68.13,
,"Total Eur 97,88",
,"Total 88,87 $",
,Total $ 98.80,
,Total 96.5 Eur,
,Total 85.68 $,
,Total $ 94.72,
,"Total Eur 25,60",
,Total $ 773.93,
,"Total 27,84 Eur",
,Total $ 62.13,
,"Total Eur 57,88",
,"Total 68,87 $",
,Total $ 58.80,
,Total 12.5 Eur,
,Total 14.88 $,
,"Total $ 98,63",
,Total Eur 54.98,
,Total $ 79.94,
,"Total 67,84 Eur",
,Total $ 68.14,
,"Total Eur 97,89",
,"Total 88,87 $",
,Total $ 98.81,
,Total 96.5 Eur,
,Total 85.68 $,
,Total $ 94.73,
,"Total Eur 215,61",
,Total $ 73.94,
,"Total 27,84 Eur",
,Total $ 62.14,
,"Total Eur 57,89",
,"Total 68,87 $",
,Total $ 58.81,
,Total 192.5 Eur,
,Total 124.88 $,
,"Total $ 98,64",
,Total Eur 54.99,
,Total $ 79.95,
,"Total 67,84 Eur",
,Total $ 68.15,
,"Total Eur 97,90",
,"Total 88,87 $",
,Total $ 98.82,
,Total 96.5 Eur,
,Total 85.68 $,
,Total $ 94.74,
,"Total Eur 25,62",
,Total $ 73.95,
,"Total 27,84 Eur",
,Total $ 62.15,
,"Total Eur 57,90",
,"Total 68,87 $",
,Total $ 58.82,
,Total 12.5 Eur,
,Total 53.88 $,
,"Total $ 98,65",
,Total Eur 54.100,
,Total $ 79.96,
,"Total 67,84 Eur",
,Total $ 68.16,
,"Total Eur 937,91",
,"Total 88,87 $",
,Total $ 98.83,
,Total 96.5 Eur,
,Total 85.68 $,
,Total $ 94.75,
,"Total Eur 25,63",
,Total $ 73.96,
,"Total 27,84 Eur",
,Total $ 62.16,
,"Total Eur 57,91",
,"Total 68,87 $",
,Total $ 528.83,
,Total 12.5 Eur,
,Total 14.88 $,
,"Total $ 98,66",
,Total $ 62.15,
